start_date,end_date,pollster,sponsor,sample_size,population,party,subject,tracking,text,approve,disapprove,url
2020-05-30,2020-06-06,Øptimus,"",1780,a,all,Trump,TRUE,"In general, do you approve or disapprove of President Donald Trump’s handling of the coronavirus outbreak?",39,61,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-08-2020
2020-05-30,2020-06-06,Øptimus,"",507.3,a,R,Trump,TRUE,"In general, do you approve or disapprove of President Donald Trump’s handling of the coronavirus outbreak?",81.7,18.3,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-08-2020
2020-05-30,2020-06-06,Øptimus,"",623,a,D,Trump,TRUE,"In general, do you approve or disapprove of President Donald Trump’s handling of the coronavirus outbreak?",14.6,85.3,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-08-2020
2020-05-30,2020-06-06,Øptimus,"",646.14,a,I,Trump,TRUE,"In general, do you approve or disapprove of President Donald Trump’s handling of the coronavirus outbreak?",30,70,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-08-2020
2020-05-31,2020-06-02,YouGov,Economist,1500,a,all,Trump,FALSE,Do you approve or disapprove of Donald Trump’s handling of COVID-19 outbreak?,41,52,https://docs.cdn.yougov.com/c00sty9kik/econTabReport.pdf
2020-05-31,2020-06-02,YouGov,Economist,401,a,R,Trump,FALSE,Do you approve or disapprove of Donald Trump’s handling of COVID-19 outbreak?,84,12,https://docs.cdn.yougov.com/c00sty9kik/econTabReport.pdf
2020-05-31,2020-06-02,YouGov,Economist,534,a,D,Trump,FALSE,Do you approve or disapprove of Donald Trump’s handling of COVID-19 outbreak?,12,85,https://docs.cdn.yougov.com/c00sty9kik/econTabReport.pdf
2020-05-31,2020-06-02,YouGov,Economist,559,a,I,Trump,FALSE,Do you approve or disapprove of Donald Trump’s handling of COVID-19 outbreak?,34,53,https://docs.cdn.yougov.com/c00sty9kik/econTabReport.pdf
2020-05-31,2020-06-03,IBD/TIPP,"",1233,a,all,Trump,FALSE,How would you grade his performance:  HANDLING THE CORONAVIRUS SITUATION,38,46,https://www.investors.com/politics/joe-biden-regains-2020-election-lead-president-trump-job-approval-dives/
2020-06-01,2020-06-02,Ipsos (online),Reuters,1113,a,all,Trump,FALSE,Do you approve or disapprove about the way Donald Trump is handling the following issues? Coronavirus/COVID-19,40,54,https://www.slideshare.net/IpsosPublicAffairs/reutersipsos-core-political-coronavirus-tracker-06032020
2020-06-01,2020-06-03,Civiqs,Daily Kos,1327,a,all,Trump,FALSE,Do you approve or disapprove of the way Donald Trump is handling the response to the coronavirus?,41,54,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_06_z972k3.pdf
2020-06-01,2020-06-03,Civiqs,Daily Kos,358.29,a,R,Trump,FALSE,Do you approve or disapprove of the way Donald Trump is handling the response to the coronavirus?,82,10,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_06_z972k3.pdf
2020-06-01,2020-06-03,Civiqs,Daily Kos,437.91,a,D,Trump,FALSE,Do you approve or disapprove of the way Donald Trump is handling the response to the coronavirus?,5,92,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_06_z972k3.pdf
2020-06-01,2020-06-03,Civiqs,Daily Kos,530.8,a,I,Trump,FALSE,Do you approve or disapprove of the way Donald Trump is handling the response to the coronavirus?,42,51,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_06_z972k3.pdf
2020-06-01,2020-06-07,SurveyMonkey,New York Times,5703,a,all,Trump,FALSE,Do you approve or disapprove of the way President Trump is handling the federal government’s response to the coronavirus?,45,52,https://www.surveymonkey.com/curiosity/nyt-june-2020-cci/
2020-06-01,2020-06-07,SurveyMonkey,New York Times,2374,a,R,Trump,FALSE,Do you approve or disapprove of the way President Trump is handling the federal government’s response to the coronavirus?,87,13,https://www.surveymonkey.com/curiosity/nyt-june-2020-cci/
2020-06-01,2020-06-07,SurveyMonkey,New York Times,2458,a,D,Trump,FALSE,Do you approve or disapprove of the way President Trump is handling the federal government’s response to the coronavirus?,9,90,https://www.surveymonkey.com/curiosity/nyt-june-2020-cci/
2020-06-01,2020-06-07,SurveyMonkey,New York Times,745,a,I,Trump,FALSE,Do you approve or disapprove of the way President Trump is handling the federal government’s response to the coronavirus?,38,60,https://www.surveymonkey.com/curiosity/nyt-june-2020-cci/
2020-06-02,2020-06-05,SSRS,CNN,1259,a,all,Trump,FALSE,Do you approve or disapprove of the way Donald Trump is handling the coronavirus outbreak?,41,56,https://cdn.cnn.com/cnn/2020/images/06/10/rel6b.-.coronavirus.pdf
2020-06-02,2020-06-05,SSRS,CNN,314.75,a,R,Trump,FALSE,Do you approve or disapprove of the way Donald Trump is handling the coronavirus outbreak?,89,10,https://cdn.cnn.com/cnn/2020/images/06/10/rel6b.-.coronavirus.pdf
2020-06-02,2020-06-05,SSRS,CNN,402.88,a,D,Trump,FALSE,Do you approve or disapprove of the way Donald Trump is handling the coronavirus outbreak?,6,94,https://cdn.cnn.com/cnn/2020/images/06/10/rel6b.-.coronavirus.pdf
2020-06-02,2020-06-05,SSRS,CNN,553.96,a,I,Trump,FALSE,Do you approve or disapprove of the way Donald Trump is handling the coronavirus outbreak?,39,56,https://cdn.cnn.com/cnn/2020/images/06/10/rel6b.-.coronavirus.pdf
2020-06-02,2020-06-09,Øptimus,"",1707,a,all,Trump,TRUE,"In general, do you approve or disapprove of President Donald Trump’s handling of the coronavirus outbreak?",41.4,58.5,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-11-2020
2020-06-02,2020-06-09,Øptimus,"",486.495,a,R,Trump,TRUE,"In general, do you approve or disapprove of President Donald Trump’s handling of the coronavirus outbreak?",81.6,18.4,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-11-2020
2020-06-02,2020-06-09,Øptimus,"",597.45,a,D,Trump,TRUE,"In general, do you approve or disapprove of President Donald Trump’s handling of the coronavirus outbreak?",16.1,83.9,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-11-2020
2020-06-02,2020-06-09,Øptimus,"",619.641,a,I,Trump,TRUE,"In general, do you approve or disapprove of President Donald Trump’s handling of the coronavirus outbreak?",34.8,65.2,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-11-2020
2020-06-03,2020-06-04,Ipsos (online),ABC News,706,a,all,Trump,FALSE,Do you approve or disapprove of the way Donald Trump is handling the response to the coronavirus (COVID-19)?,39,60,https://abcnews.go.com/Politics/74-americans-view-george-floyds-death-underlying-racial/story?id=71074422
2020-06-03,2020-06-04,Ipsos (online),ABC News,142,a,R,Trump,FALSE,Do you approve or disapprove of the way Donald Trump is handling the response to the coronavirus (COVID-19)?,84,15,https://abcnews.go.com/Politics/74-americans-view-george-floyds-death-underlying-racial/story?id=71074422
2020-06-03,2020-06-04,Ipsos (online),ABC News,288,a,D,Trump,FALSE,Do you approve or disapprove of the way Donald Trump is handling the response to the coronavirus (COVID-19)?,4,95,https://abcnews.go.com/Politics/74-americans-view-george-floyds-death-underlying-racial/story?id=71074422
2020-06-03,2020-06-04,Ipsos (online),ABC News,242,a,I,Trump,FALSE,Do you approve or disapprove of the way Donald Trump is handling the response to the coronavirus (COVID-19)?,38,62,https://abcnews.go.com/Politics/74-americans-view-george-floyds-death-underlying-racial/story?id=71074422
2020-06-04,2020-06-08,Global Strategy Group/GBAO/Navigator Research,"",1608,rv,all,Trump,FALSE,Do you approve or disapprove of the way that Donald Trump is handling the coronavirus pandemic?,41,56,https://navigatorresearch.org/wp-content/uploads/2020/06/Navigating-Coronavirus-Full-Topline-F06.11.20.pdf
2020-06-04,2020-06-08,Global Strategy Group/GBAO/Navigator Research,"",562.8,rv,R,Trump,FALSE,Do you approve or disapprove of the way that Donald Trump is handling the coronavirus pandemic?,82,15,https://navigatorresearch.org/wp-content/uploads/2020/06/Navigating-Coronavirus-Full-Topline-F06.11.20.pdf
2020-06-04,2020-06-08,Global Strategy Group/GBAO/Navigator Research,"",675.36,rv,D,Trump,FALSE,Do you approve or disapprove of the way that Donald Trump is handling the coronavirus pandemic?,9,89,https://navigatorresearch.org/wp-content/uploads/2020/06/Navigating-Coronavirus-Full-Topline-F06.11.20.pdf
2020-06-04,2020-06-08,Global Strategy Group/GBAO/Navigator Research,"",369.84,rv,I,Trump,FALSE,Do you approve or disapprove of the way that Donald Trump is handling the coronavirus pandemic?,34,59,https://navigatorresearch.org/wp-content/uploads/2020/06/Navigating-Coronavirus-Full-Topline-F06.11.20.pdf
2020-06-04,2020-06-10,Nationscape,"",8000,a,all,Trump,FALSE,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,41,53,https://www.voterstudygroup.org/covid-19-updates
2020-06-04,2020-06-10,Nationscape,"",2300,a,R,Trump,FALSE,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,78,18,https://www.voterstudygroup.org/covid-19-updates
2020-06-04,2020-06-10,Nationscape,"",2800,a,D,Trump,FALSE,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,13,82,https://www.voterstudygroup.org/covid-19-updates
2020-06-04,2020-06-10,Nationscape,"",2300,a,I,Trump,FALSE,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,28,48,https://www.voterstudygroup.org/covid-19-updates
2020-06-05,2020-06-07,Morning Consult,"",2200,a,all,Trump,FALSE,Do you approve or disapprove of the job each of the following is doing in handling the spread of coronavirus in the United States? President Donald Trump,38,55,https://assets.morningconsult.com/wp-uploads/2020/06/08131854/200617_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-06-05,2020-06-07,Morning Consult,"",680,a,R,Trump,FALSE,Do you approve or disapprove of the job each of the following is doing in handling the spread of coronavirus in the United States? President Donald Trump,79,17,https://assets.morningconsult.com/wp-uploads/2020/06/08131854/200617_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
